incidentid,age,age category ,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20210501MNBES,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210502ILCHC,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210514CASAS,16,Teen,Male,Unknown,No Relation,Fled/Escaped,No,None,"homicide, attempted homicide and conspiracy charges",null,null,null
20210502ILCHC,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210506IDRIR,13,Minor,Female,Unknown,Student,Subdued by Students/Staff/Other,No,None,null,null,null,null
19890209IDRIR,14,Minor,Male,Unknown,Student,Apprehended/Killed by LE,No,None,"one count of kidnapping, two counts of aggravated assault with a deadly weapon and one count of aggravated assault on a police officer",null,null,null
20210506SCFOC,23,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,None,null,null,null,null
20210505MICRC,Adult,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,Wounded,null,null,null,null
20210505SCWAW,Teen,Adult,Male,Unknown,Student,Suicide,Yes,Suicide,null,null,null,null
20210514CASAS,16,Teen,Male,Unknown,No Relation,Fled/Escaped,No,None,"homicide, attempted homicide and conspiracy charges",null,null,null
20210511CAVEL,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,Multiple similar pellet gun shootings in the same area.
20210517TNAUM,51,Adult,Male,White,No Relation,Apprehended/Killed by LE,No,None,Criminal Attempt Second Degree Murder and Employment of a Firearm During the Commission of a Dangerous Felony,null,null,null
20210517MDLOC,18,Adult,Male,Unknown,Relative,Apprehended/Killed by LE,No,None,possession of a weapon on school grounds,null,null,null
20210517MDLOC,20,Adult,Female,Hispanic,Relative,Apprehended/Killed by LE,No,None,possession of a weapon on school grounds,null,null,null
20210511NYPSB,Teen,Adult,Male,Black,Student,Fled/Escaped,No,None,null,null,null,null
20210525NJPAP,15,Teen,Male,Unknown,No Relation,Apprehended/Killed by LE,No,None,null,null,null,null
20210601ILLIC,17,Teen,Male,Unknown,null,Fled/Escaped,No,None,"charged as a juvenile with aggravated unlawful use of a weapon, possession of a firearm with a defaced serial number, aggravated discharge of a firearm",null,No,null
20210606VADRA,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210606VADRA,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210607TXEAF,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210608KSHAK,16,Teen,Male,Unknown,No Relation,Fled/Apprehended,No,None,null,null,null,null
20210609TXNOH,18,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20210609VAWIR,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20210610CTHOW,41,Adult,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,None,7 felonies,null,null,"Charged w/ breach of peace in the 2nd degree, unlawful discharge of a firearm, reckless endangerment in the first degree, weapons in a motor vehicle, illegal sale or transfer of a firearm, possession of a pistol without a permit, possession of a high capacity magazine"
20210610CTHOW,45,Adult,Male,White,No Relation,Apprehended/Killed by LE,No,None,7 felonies ,null,null,"Charged with breach of peace in the 2nd degree, unlawful discharge of a firearm, reckless endangerment in the first degree, weapons in a motor vehicle, illegal sale or transfer of a firearm, possession of a pistol without a permit, possession of a high capacity magazine"
20210612MOMCF,18,Adult,Male,Black,Student,Fled/Apprehended,No,None,"First degree murder, armed criminal action",null,null,null
20210613PAWIP,null,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210613PAPAC,78,Adult,Male,Unknown,No Relation,Suicide,No,Suicide,null,null,null,null
20210614TXEAF,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210614NCRJW,26,Adult,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal,null,null,null,"Extensive violent criminal history, 2013 felony conviction and prison"
20210614NCROR,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210614NCROR,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210614NCROR,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210620CAGRM,Adult,Adult,null,Unknown,Security Guard,Law Enforcement,No,None,null,null,null,Security officer firing at man who attempted to steal vehicle parts
20210624ILABR,Adult,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210608KSHAK,17,Teen,Male,Unknown,null,Fled/Apprehended,No,None,null,null,null,null
20210608PAMUS,17,Teen,Male,Unknown,No Relation,Fled/Apprehended,No,None,"charged with aggravated assault, possession of a firearm by a minor, carrying a firearm without a license, reckless endangerment and possession of a weapon on school property in connection with the shooting",null,Yes,Can be charged as adult due to gun offense
20210628CASLF,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210704NYDRR,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210708ILBEC,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210709KSCAW,Adult,Adult,Male,Unknown,No Relation,Suicide,Yes,Suicide,null,null,null,null
20210718ARFOL,Adult,Adult,null,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210719TXCAC,Teen,Adult,null,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20210721ILTHC,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210727WATYS,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210420TXHAH,Adult,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,Murder,null,null,null
20210517TXBRE,13,Minor,Male,Unknown,Student,Fled/Escaped,No,None,None,null,null,null
20210804ALBUM,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210806LASTH,17,Teen,Male,Black,No Relation,Fled/Apprehended,No,None,attempted first-degree murder and possession of a firearm in a school zone,null,null,null
20210807ORGIP,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210805GACHD,23,Adult,Male,Black,Teacher,Fled/Apprehended,No,None,"first-degree arson, property damage, and gun charges",null,null,null
20210811COMAC,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210810OHEAC,12,Minor,Male,Unknown,Former Student,Surrendered,No,None,null,null,null,null
20210812CANOS,Teen,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20210812GALIL,null,Adult,null,Unknown,Police Officer/SRO,null,null,null,null,null,null,null
20210813NMWAA,13,Minor,Male,Hispanic,Student,Apprehended/Killed by SRO,No,None,Murder,null,No,null
20210811CAOAO,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210813GACAS,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210814ILMAC,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20180425NMHIA,Adult,Adult,Male,Hispanic,Parent,Apprehended/Killed by LE,No,None,null,"Charges dropped, restraining order from school property",null,null
20210814SCDAH,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210818SCORO,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,three counts of attempted murder,null,Yes,null
20210817COYED,18,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,"first-degree murder, menacing, and auto theft",null,null,null
20210815VAROD,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210820NEMIO,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210820CACEF,19,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,None,attempted homicide and carjacking,null,null,null
20210822ILWER,17,Teen,Male,Unknown,No Relation,Fled/Apprehended,No,None,Aggravated Battery with a Firearm,null,null,null
20170813NYHUH,Adult,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,Six counts attempted murder,null,null,null
20210901NCMTW,15,Teen,Male,Black,Student,Fled/Apprehended,No,None,Murder,null,Yes,null
20210830NCNEW,15,Teen,Male,Black,Student,Fled/Apprehended,No,None,"first-degree murder, assault with a deadly weapon with intent to kill inflicting serious injury and weapons offenses",null,null,null
20210827INHAH,17,Teen,Male,Black,Former Student,Fled/Apprehended,No,None,"felony charges of battery resulting in serious bodily injury, battery by means of a deadly weapon, carrying a handgun without a license and criminal recklessness",null,Yes,"Prior charge of carrying weapon near school, robbery, assault, shooting during robbery"
20210826OHNOT,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210826NYHAH,27,Adult,Male,Unknown,null,Fled/Apprehended,No,None,two counts of reckless endangerment and criminal possession of a weapon,null,null,null
20210828CASAS,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210902ARLIL,36,Adult,Female,Black,Parent,Apprehended/Killed by SRO,No,None,carrying a weapon on school property and served with multiple warrants,null,null,null
20210907PAHAH,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
20210907TNLAL,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"reckless endangerment, possession of a weapon",null,No,null
20210907MAOMG,18,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,Weapon on school property,null,null,null
20210907MAOMG,18,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,Weapon on school property,null,null,null
20210908MNPRB,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210908MNPRB,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210908MNPRB,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210909ILCHC,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210909MITRF,Teen,Adult,Male,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20210902INWEG,Teen,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210903CAMTH,16,Teen,Male,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20210909NCSHE,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210910CONOA,null,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210910CASTP,62,Adult,Male,White,No Relation,Apprehended/Killed by LE,No,None,"felony assault with a deadly weapon, felony child abuse, and creating a disruption on a school campus",null,null,null
20210903NVDEL,Adult,Adult,null,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210901ILFRC,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210827VTEDB,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210826WAAKS,14,Minor,Male,Unknown,Former Student,Fled/Apprehended,No,None,first-degree assault and unlawful possession of a firearm,null,null,null
20210826WAAKS,17,Teen,Male,Unknown,Former Student,Apprehended/Killed by LE,No,Wounded,null,null,null,null
20210827KYAPO,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,None,null,null,null,null
20030410CAWAW,18,Adult,Male,Unknown,Student,Suicide,Yes,Suicide,null,null,null,null
20210915KYMAL,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210915ILCEC,15,Teen,Male,Black,Student,Fled/Apprehended,No,None,aggravated discharge of a firearm,null,null,null
20210908ILCEC,18,Adult,Male,Unknown,Student,Fled/Escaped,No,None,"bond on the warrant was set at $500,000",null,null,null
20210916WIORM,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210916UTPRP,Teen,Adult,Male,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20210917NCPAW,Teen,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210917VAHEH,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210917PAWEP,Teen,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210917GASWS,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210918COWIC,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210917TNAUK,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210914MOMCH,Adult,Adult,Female,Unknown,Parent,Fled/Escaped,No,None,null,null,null,null
20210914MOMCH,Adult,Adult,Female,Unknown,Parent,Fled/Escaped,No,None,null,null,null,null
20210914TNLAL,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"reckless endangerment, possession of a weapon",null,null,null
20210913SCEDC,54,Adult,Female,Black,Relative,Fled/Apprehended,No,None,"two counts of attempted murder, carrying weapons onto school property, disturbing school and possession of a weapon during the commission of a violent crime",null,null,null
20210903CAMTH,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20210920OHEAC,null,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210920OHEAC,null,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210916OHBEC,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210921GAFRA,Adult,Adult,null,Unknown,Parent,Fled/Escaped,No,None,null,null,null,null
20210921PAVAP,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210920VAHEN,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,two counts of aggravated malicious wounding and two counts of use of a firearm in the commission of a felony,"Plead guilty, two counts of malicious wounding and four gun charges",null,"Before Friday’s hearing, prosecutors reduced an aggravated malicious wounding to malicious wounding, reducing the possible sentence for the charge from life in prison to 20 years. The change was based on improvement to the girl's leg wound, White said.<br><br>The teen faces up to 65 years behind bars at sentencing Aug. 5."
20210921OHMIM,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210921KSEAW,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20210922NYSOB,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210922CTLIN,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210921FLLAL,Minor,Adult,null,Unknown,null,Fled/Apprehended,No,None,two charges of shooting into an occupied vehicle,null,null,null
20210915VASPS,Child,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20210924MDWIB,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210924ALFAF,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210924VAESE,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210903NCJUC,null,Adult,null,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20210903CABUB,Adult,Adult,Male,Unknown,Intimate Relationship,Apprehended/Killed by LE,Yes,Fatal,null,null,null,null
20210927ILCAC,Child,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20210827PAACS,null,Adult,null,Unknown,Police Officer/SRO,Law Enforcement,null,null,null,null,null,null
20210827PAACS,null,Adult,null,Unknown,Police Officer/SRO,Law Enforcement,null,null,null,null,null,null
20210827PAACS,null,Adult,null,Unknown,Police Officer/SRO,Law Enforcement,null,null,null,null,null,null
20210902GAWOS,24,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,None,reckless conduct and disruption of public schools,null,null,null
20210902NMALA,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,Wounded,null,null,null,null
20210902NMALA,Teen,Adult,null,Unknown,Other Student,Fled/Escaped,No,None,null,null,null,null
20210928MESOS,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210902CASAL,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20210830FLOKW,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20210830MDNEO,34,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,null,null,null,null
20210830NJWEN,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20210929OHSHS,Adult,Adult,Female,Unknown,Parent,Fled/Apprehended,No,None,null,null,null,null
20210924TNSTS,18,Adult,Male,Black,Student,Fled/Apprehended,No,None,reckless endangerment and possession of a weapon on school grounds,null,null,null
20210924TNSTS,17,Teen,Male,Black,Student,Fled/Apprehended,No,None,"possession of a weapon, theft and felony possession of marijuana",null,null,null
20210930TNCUM,13,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,attempted first degree murder,null,No,null
20210827VAFRW,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"aggravated malicious wounding, attempted aggravated malicious wounding, use of a firearm in the commission of a felony, robbery, discharging a firearm in a public place and one count of assault by mob",null,null,null
20210930MSNEN,6,Minor,Male,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20190809NJWEN,16,Teen,Male,Unknown,No Relation,Fled/Apprehended,No,None,aggravated assault and weapons charges,null,null,null
20211001TXYEH,25,Adult,Male,Black,Former Student,Surrendered,No,None,null,null,null,null
20211001INBEI,14,Minor,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,None,aggravated battery,null,null,"Involved in armed carjacking prior to game, and two prior shootings in area"
20211001NCSEF,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211001NCNOD,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211004PASCP,Adult,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,Wounded,null,null,null,Shot 2 coworkers at hospital prior to shootout with police
20211004OHWOT,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211005NDHEH,Teen,Adult,null,Unknown,Student,Suicide,null,Suicide,null,null,null,null
20211005NCGAC,Teen,Adult,Male,Unknown,Student,Apprehended/Killed by LE,No,None,"possession of a stolen firearm, possession of a firearm by a minor and possession of a firearm on school grounds",null,null,null
20210923IDRIR,13,Minor,Female,Unknown,Student,Apprehended/Killed by SRO,No,None,null,null,null,null
20211004ILLAC,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211006TXTIA,18,Adult,Male,Black,Student,Fled/Apprehended,No,None,three counts of aggravated assault with a deadly weapon,null,null,null
20211007PAANP,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211007DCWAW,18,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,first degree murder,null,null,null
20211007TXEAW,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211012ILWEC,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211012ARLIL,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211007NCEAD,39,Adult,Male,Unknown,No Relation,Suicide,Yes,Suicide,null,null,null,"Wanted for homicide in Newport News, VA"
20211012OKUNT,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,No,null,null,Suspended from school
20211013ILMCC,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211008OKCOC,Teen,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20211012MIELK,null,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211015ALWIM,19,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,5 counts of attempted murder,null,null,null
20211014MEREP,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211013PACHD,10,Minor,Male,Unknown,Student,Subdued by Students/Staff/Other,No,None,null,null,null,Suspended from school
20211013PACHD,10,Minor,Male,Unknown,Student,Subdued by Students/Staff/Other,No,None,null,null,null,null
20211015CAKEF,33,Adult,Male,Black,No Relation,Surrendered,No,None,"charges related to shooting, drug possession, probation violation",null,null,On probation
20211018PALIP,21,Adult,Male,Unknown,Relative,Apprehended/Killed by LE,No,None,null,null,null,null
20211011ORROP,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211017ARROR,28,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,"held without bond on a terroristic act, criminal mischief and unlawful discharge of a firearm from a vehicle",null,null,null
20211021GABES,33,Adult,Male,White,No Relation,Apprehended/Killed by LE,No,None,"six counts of aggravated assault, third-degree cruelty to children, criminal damage to property, criminal trespass and carrying weapons within School Safety Zones",null,null,"Domestic violence, battery, unlawful imprisonment "
20211022PAPHP,18,Adult,Male,Unknown,Student,Apprehended/Killed by LE,No,Wounded,null,null,null,Wearing ankle monitor at time of shooting
20211021NYPSB,Adult,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,null,null,null,null
20210915ILCEC,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,aggravated discharge of a firearm,null,null,null
20211026MSCAN,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211026ILWIC,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211027SCCAS,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"possession of a weapon during a violent crime, unlawful carry, and possession of a weapon on school property",null,null,"Released on $50,000 bond with GPS monitor"
20211030PASTM,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
19920530DCARW,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211108NYTHB,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
19930912ALFAF,null,Adult,null,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
19901110TXJUD,null,Adult,null,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20211109NMMEL,Adult,Adult,Male,Unknown,No Relation,Suicide,Yes,Suicide,null,null,null,Crashed stolen police car into school
20211106FLOVO,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,"minor Oviedo High School (OHS) student, was charged with the following:  Aggravated Assault Possession of Weapon Firearm on School Property Improper Exhibition of Firearm or Dangerous Weapon Unlawful Possession of Firearm by Minor",null,null,null
19890901VASAV,19,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,"Firearm in felony, assault by mob",null,null,null
19890901VASAV,18,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,firearm in a felony,null,null,null
20211110NYITI,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20210827PAACS,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,First degree murder,null,null,null
20210827PAACS,18,Adult,Male,Unknown,null,Fled/Escaped,No,None,First degree murder,null,null,null
19871031SCANA,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211115NYPOP,13,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,criminal possession of a weapon,null,null,null
20211119COHIA,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Four counts of attempted first-degree murder One count of first-degree assault One count of second-degree assault One count of possession of a weapon on school grounds Two crime-of-violence sentence enhancers.,null,Yes,null
20211119COHIA,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Four counts of attempted first-degree murder One count of first-degree assault One count of second-degree assault One count of possession of a weapon on school grounds Two crime-of-violence sentence enhancers.,null,Yes,null
20211116FLJAJ,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211119COHIA,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Four counts of attempted first-degree murder One count of first-degree assault One count of second-degree assault One count of possession of a weapon on school grounds Two crime-of-violence sentence enhancers.,null,Yes,null
20211119MDGIB,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211116NYPSB,45,Adult,Male,Unknown,No Relation,Apprehended/Killed by SRO,No,None,"criminal possession of a loaded weapon, criminal possession of a loaded weapon at a school, charged with reckless endangerment, criminal possession of a firearm and criminal mischief",null,null,null
20211124ILTHH,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211123OHCLC,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211126CAWES,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20211129AZCHP,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
20211130MIOXO,15,Teen,Male,Unknown,Student,Apprehended/Killed by SRO,No,None,null,null,null,null
20211130OHWHW,18,Adult,Male,Unknown,null,Surrendered,No,Wounded,null,null,null,null
20211125SCCEP,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211202WAGAS,Teen,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211201TXSAP,21,Adult,Male,Unknown,No Relation,Apprehended/Killed by SRO,No,None,Aggravated robbery,null,null,null
20211130TNHUH,21,Adult,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,"murder, attempted murder and carrying a weapon on school property",null,null,null
20211130CALOL,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211102NMHIH,12,Minor,Male,Hispanic,Student,Fled/Apprehended,No,None,aggravated battery and assault,null,No,null
20211102NMHIH,12,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,Accessory to aggravated battery and assault,null,No,null
20211206CAWIW,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211206CAWIW,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211203ARBLB,19,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,"Terroristic act, aggravated assault",null,null,null
20211208MOEWK,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20211207ILHAC,23,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,First degree murder,null,null,null
20211208KYSTL,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211206NYSUS,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,criminal possession of a weapon and reckless endangerment,null,null,null
20211210NCJEC,null,Adult,null,Unknown,No Relation,Fled/Apprehended,No,None,null,null,null,null
20211210NCJEC,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211209NYGRN,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20211210OHCAC,Adult,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,None,null,null,null,Driving stolen vehicle
20211211GAJOG,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"possession of a firearm on a school campus, possession of marijuana, possess of a controlled substance within 1,000 feet of a school zone, possession of a firearm by a minor, and party to a crime.",null,null,null
20211211FLEDL,Adult,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20211213NCWEC,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20211212NYSCR,21,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,second-degree murder and second-degree criminal possession of a weapon,null,null,null
20211213FLEAO,Teen,Adult,null,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
