incidentid,race,injury,gender,schoolaffiliation,age,age category 
20040524UTWES,N/A,Fatal,Female,Other Staff,39,Adult
20040609CACAO,N/A,Wounded,Male,Student,15,Teen
20040609CACAO,N/A,Wounded,Male,Student,15,Teen
20040803ALHUB,N/A,Wounded,Male,Student,16,Teen
20040824TNHAM,N/A,None,Male,Student,17,Teen
20040830ILPRM,N/A,Fatal,Male,Relative,22,Adult
20040912LABON,N/A,Wounded,Male,Student,16,Teen
20040915INWIG,N/A,None,,,,Unknown
20041002NEJEG,N/A,Wounded,Female,No Relation,21,Adult
20041007MANEN,N/A,None,Male,Student,15,Teen
20041012CALAS,N/A,None,Male,No Relation,25,Adult
20041015CABIB,N/A,Wounded,Male,Student,17,Teen
20041021MDTHB,N/A,Wounded,Male,Student,19,Adult
20041021MDTHB,N/A,Wounded,Male,Student,15,Teen
20041022CATYH,N/A,Fatal,Male,No Relation,32,Adult
20041115ALPAB,N/A,Wounded,Male,Unknown,20,Adult
20041115INBRG,N/A,Wounded,Male,Parent,28,Adult
20041116SCBAB,N/A,Wounded,Male,Unknown,19,Adult
20041117FLAPA,N/A,None,,,,Unknown
20041119FLTEJ,N/A,Wounded,Male,Student,Teen,Teen
20041209WALAS,N/A,None,Male,Student,16,Teen
20041213LALAL,N/A,Wounded,Male,Student,18,Adult
20041231TXRIR,N/A,Wounded,Female,Other Staff,38,Adult
20050105PAMUN,N/A,Fatal,Male,Student,18,Adult
20050126ILWOP,N/A,None,Unknown,Student,Teen,Teen
20050204GAMCA,N/A,Wounded,Female,Student,15,Teen
20050208ILBOC,N/A,Wounded,Female,Student,18,Adult
20050302TNSTD,N/A,Fatal,Female,Bus Driver,47,Adult
20050309TNMAN,N/A,Wounded,Male,Student,19,Adult
20050310TXZAD,N/A,Wounded,Male,No Relation,Adult,Adult
20050314OHLEC,N/A,Wounded,Male,Student,7,Child
20050316PACAP,N/A,Fatal,Male,Student,16,Teen
20050316PACAP,N/A,Wounded,Male,Student,17,Teen
20050316PACAP,N/A,Wounded,Male,Student,16,Teen
20050317CALOL,N/A,Fatal,Female,Student,15,Teen
20050317LAOPA,N/A,Wounded,Male,Student,16,Teen
20050321MNRER,N/A,Fatal,Male,Security Guard,28,Adult
20050321MNRER,N/A,Wounded,Unknown,Student,16,Teen
20050321MNRER,N/A,Wounded,Unknown,Student,15,Teen
20050321MNRER,N/A,Wounded,Unknown,Student,15,Teen
20050321MNRER,N/A,Wounded,Unknown,Student,15,Teen
20050321MNRER,N/A,Fatal,Female,Student,15,Teen
20050321MNRER,N/A,Fatal,Female,Student,15,Teen
20050321MNRER,N/A,Fatal,Male,Student,15,Teen
20050321MNRER,N/A,Fatal,Female,Teacher,62,Adult
20050321MNRER,N/A,Fatal,Male,Student,15,Teen
20050321MNRER,N/A,Fatal,Male,Student,16,Teen
20050321MNRER,N/A,Fatal,Female,Student,14,Child
20050321MNRER,N/A,Wounded,Unknown,Student,15,Teen
20050321NYNEB,N/A,None,Male,Student,Teen,Teen
20050324TNFAM,N/A,None,Female,Student,17,Teen
20050330TNEAM,N/A,None,Male,Student,17,Teen
20050407TXCAC,White,Wounded,Male,Other Staff,37,Adult
20050427LALER,N/A,None,,,,Unknown
20050429OHDAC,N/A,Wounded,Female,Other Staff,Adult,Adult
20050514TXBER,N/A,Wounded,Male,Student,18,Adult
20050517PAHIL,N/A,Fatal,Female,Parent,32,Adult
20050520ILLOM,N/A,Wounded,Male,Student,Teen,Teen
20050520ILLOM,N/A,Wounded,Male,Student,Teen,Teen
20050524COACD,N/A,Wounded,Female,Teacher,Adult,Adult
20050524COACD,N/A,Wounded,Female,Teacher,Adult,Adult
20050524LABOS,N/A,None,Male,Student,16,Teen
20050608NYARP,N/A,Wounded,Unknown,Student,Teen,Teen
20050608NYARP,N/A,Wounded,Unknown,Student,Teen,Teen
20050612NJBAA,N/A,Wounded,Male,No Relation,24,Adult
20050612NJBAA,N/A,Wounded,Male,No Relation,20,Adult
20050612NJBAA,N/A,Wounded,Male,No Relation,21,Adult
20050718NJWEN,N/A,Fatal,Male,Police Officer/SRO,23,Adult
20050718NJWEN,N/A,Fatal,Male,Police Officer/SRO,32,Adult
20050816VICOE,N/A,Wounded,Male,Other Staff,Adult,Adult
20050817CAPLB,N/A,Fatal,Male,No Relation,15,Teen
20050819GAMOM,N/A,Wounded,Male,Student,18,Adult
20050819GAMOM,N/A,Wounded,Male,Nonstudent,21,Adult
20050825TNMAD,N/A,Wounded,Male,Student,12,Child
20050901AKDIA,N/A,None,Male,Student,Teen,Teen
20050901AKDIA,N/A,None,Male,Student,Teen,Teen
20050902FLSOJ,N/A,Wounded,Male,Student,17,Teen
20050913ILHAC,N/A,Wounded,Male,Student,15,Teen
20050924MISAS,N/A,Wounded,Male,Student,15,Teen
20050924MISAS,N/A,Wounded,Female,Student,14,Child
20051011MIFAF,N/A,None,,,,Unknown
20051014NYSAN,N/A,Wounded,Male,Student,16,Teen
20051019CASAS,N/A,Wounded,Male,Student,16,Teen
20051020MISAS,N/A,Wounded,Male,Student,15,Teen
20051027CABIF,N/A,Fatal,Male,Parent,37,Adult
20051028MDANA,N/A,Wounded,Female,Student,17,Teen
20051028NYFAF,N/A,None,Male,Security Guard,Adult,Adult
20051108TNCAJ,N/A,Wounded,Male,Principal/Vice-Principal,Adult,Adult
20051108TNCAJ,N/A,Wounded,Male,Principal/Vice-Principal,Adult,Adult
20051108TNCAJ,N/A,Fatal,Male,Principal/Vice-Principal,Adult,Adult
20051115FLPAM,N/A,Wounded,Female,Student,17,Teen
20051116TXIRS,N/A,Fatal,Male,No Relation,Adult,Adult
20051205MABOR,N/A,None,,,,Unknown
20051206CASAG,N/A,Fatal,Male,Student,16,Teen
20051206MICED,N/A,Wounded,Male,Nonstudent,,Unknown
20060103NJLIJ,N/A,Wounded,Male,Student,Teen,Teen
20060103NJLIJ,N/A,Wounded,Female,Student,Teen,Teen
20060110DEMOW,N/A,Wounded,Male,Student,16,Teen
20060111WIMAM,N/A,Wounded,Female,Student,9,Child
20060113ALPIP,N/A,Wounded,Male,Student,17,Teen
20060113FLMIL,N/A,None,Male,Student,15,Teen
20060113MIOSD,N/A,None,Unknown,Principal/Vice-Principal,Adult,Adult
20060118MTFRA,N/A,Wounded,Male,Student,Teen,Teen
20060118TXPAA,N/A,Wounded,Male,Student,12,Child
20060118VAINC,N/A,None,Unknown,Student,Teen,Teen
20060119OHWIC,N/A,Wounded,Male,No Relation,17,Teen
20060119OHWIC,N/A,Wounded,Male,No Relation,20,Adult
20060123CAWIV,N/A,Wounded,Female,Student,15,Teen
20060127TXLAG,N/A,Wounded,Female,Student,Teen,Teen
20060127TXLAG,N/A,Wounded,Female,Student,Teen,Teen
20060130MTCMG,N/A,None,Male,Student,16,Teen
20060203CALOC,N/A,Wounded,Male,Student,10,Child
20060209DEWIN,N/A,Wounded,Male,Student,18,Adult
20060215PAWEY,N/A,None,Male,Teacher,Adult,Adult
20060221PAWEP,N/A,Wounded,Male,Student,16,Teen
20060223ORROR,N/A,Wounded,Male,Student,14,Child
20060310NYISN,N/A,Wounded,Male,Student,Teen,Teen
20060310NYISN,N/A,Wounded,Male,Student,Teen,Teen
20060314NVPIR,N/A,Wounded,Male,Student,Teen,Teen
20060314NVPIR,N/A,Wounded,Male,Student,Teen,Teen
20060405DCROW,N/A,Wounded,Male,Student,19,Adult
20060405DCROW,N/A,Wounded,Female,Student,18,Adult
20060418TXWEH,N/A,Wounded,Unknown,Student,Teen,Teen
20060418TXWEH,N/A,Wounded,Unknown,Student,Teen,Teen
20060424NCEAC,N/A,None,,,,Unknown
20060505FLPAM,N/A,Fatal,Male,Student,19,Adult
20060522SCBUI,N/A,None,,,,Unknown
20060525PANON,N/A,None,,,,Unknown
20060605CAVEL,N/A,Fatal,Male,Student,17,Teen
20060606INWIG,N/A,Fatal,Male,Relative,21,Adult
20060615MIPED,N/A,Wounded,Male,Student,16,Teen
20060731FLYOT,N/A,Fatal,Female,Parent,38,Adult
20060815KYJTV,N/A,None,,,,Unknown
20060817TXMEA,N/A,Fatal,Male,Relative,21,Adult
20060819OHSOY,N/A,Fatal,Male,Parent,31,Adult
20060820GALYH,N/A,Wounded,Male,No Relation,18,Adult
20060820GALYH,N/A,Wounded,Male,No Relation,17,Teen
20060821INCAN,White,None,Male,Student,16,Teen
20060824VTESE,N/A,Fatal,Female,Teacher,Adult,Adult
20060829DCANW,N/A,None,,,,Unknown
20060830NCORH,N/A,Wounded,Male,Student,Teen,Teen
20060830NCORH,N/A,Wounded,Female,Student,Teen,Teen
20060831ALOXO,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,21,Adult
20060905TNKIM,N/A,Wounded,Male,Student,Teen,Teen
20060908TXSOF,N/A,Wounded,Male,Student,15,Teen
20060913MOWEC,N/A,None,Male,Student,17,Teen
20060921DCCAW,N/A,Wounded,Male,Student,16,Teen
20060927COPLB,White,Fatal,Female,Student,16,Teen
20060929WIWEC,N/A,Fatal,Male,Principal/Vice-Principal,Adult,Adult
20061002PAWEN,N/A,Fatal,Female,Student,7,Child
20061002PAWEN,N/A,Wounded,Female,Student,Child,Child
20061002PAWEN,N/A,Fatal,Female,Student,13,Child
20061002PAWEN,N/A,Fatal,Female,Student,8,Child
20061002PAWEN,N/A,Fatal,Female,Student,7,Child
20061002PAWEN,N/A,Fatal,Female,Student,12,Child
20061002PAWEN,N/A,Wounded,Female,Student,Child,Child
20061002PAWEN,N/A,Wounded,Female,Student,Child,Child
20061002PAWEN,N/A,Wounded,Female,Student,Child,Child
20061002PAWEN,N/A,Wounded,Female,Student,Child,Child
20061009MOMEJ,N/A,None,,,,Unknown
20061010NYPOP,N/A,Wounded,Male,Student,12,Child
20061010NYPOP,N/A,Wounded,Male,Student,12,Child
20061012MDGRB,N/A,None,,,,Unknown
20061017TXSEK,N/A,None,Male,Student,16,Teen
20061031TNHAK,N/A,Fatal,Male,Security Guard,39,Adult
20061111CALIO,N/A,Fatal,Male,No Relation,23,Adult
20061111CALIO,N/A,Wounded,Male,No Relation,20,Adult
20061122GASAA,N/A,Fatal,Male,Student,14,Child
20061201NCJOT,N/A,Fatal,Male,Former Student,23,Adult
20061207NENOO,N/A,Wounded,Male,Student,17,Teen
20061211ILCLC,N/A,Wounded,Male,Police Officer/SRO,36,Adult
20061212PASPS,N/A,None,Male,Student,16,Teen
20061213PABAB,N/A,Wounded,Female,Student,Teen,Teen
20061214PAMCC,N/A,None,Male,Student,17,Teen
20070102NCWEF,Black,None,Male,Student,17,Teen
20070103WAHET,N/A,Fatal,Male,Student,17,Teen
20070104MINOD,N/A,Wounded,Female,Student,14,Child
20070108OHROC,N/A,None,Unknown,Principal/Vice-Principal,Adult,Adult
20070109CAGRV,N/A,Wounded,Male,Student,16,Teen
20070109CAGRV,N/A,Wounded,Male,Student,17,Teen
20070109NVWEL,N/A,Wounded,Male,Student,Teen,Teen
20070109NVWEL,N/A,Wounded,Female,Student,Teen,Teen
20070118PAWIP,N/A,Wounded,Male,Student,17,Teen
20070124TNHAS,N/A,None,Male,Student,17,Teen
20070131ILHIC,N/A,Wounded,Male,Student,15,Teen
20070207FLPAJ,N/A,None,Unknown,Police Officer/SRO,Adult,Adult
20070208ORCRP,N/A,None,Male,Student,18,Adult
20070208TXSTP,N/A,Minor Injuries,Male,Student,Teen,Teen
20070226CASLA,N/A,Wounded,Male,Student,12,Child
20070226CASLA,N/A,Wounded,Male,Student,12,Child
20070227GACLA,N/A,Wounded,Male,Student,10,Child
20070307CACEC,N/A,Wounded,Male,Student,Teen,Teen
20070307MIHEM,N/A,Wounded,Female,Student,17,Teen
20070307TXGRG,N/A,None,Male,Student,16,Teen
20070308TNEAC,N/A,None,Male,Former Teacher,62,Adult
20070323FLUNO,N/A,Wounded,Male,Student,8,Child
20070327CTSAH,N/A,Wounded,Male,No Relation,16,Teen
20070329SCMYM,N/A,None,Male,Student,18,Adult
20070410ILCHC,N/A,Wounded,Male,Student,15,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070410ORSPG,N/A,Wounded,Unknown,Student,Teen,Teen
20070418NCNOH,N/A,None,,,,Unknown
20070503OHGED,N/A,Wounded,Female,Bus Driver,Adult,Adult
20070504TXTIE,N/A,None,Female,Student,15,Teen
20070510MIHED,N/A,Wounded,Male,Student,17,Teen
20070510MIHED,N/A,Wounded,Male,Student,17,Teen
20070512TXWEM,N/A,Wounded,Male,Student,18,Adult
20070515TXLIL,N/A,None,,,,Unknown
20070523RIOAC,N/A,Wounded,Male,Student,13,Child
20070530NCVAG,N/A,Wounded,Unknown,Parent,Adult,Adult
20070531NCNOG,N/A,Minor Injuries,Unknown,Student,Child,Child
20070531NCNOG,N/A,Minor Injuries,Unknown,Student,Child,Child
20070531NCNOG,N/A,Minor Injuries,Unknown,Student,Child,Child
20070617SCBRB,N/A,Wounded,Male,Nonstudent,22,Adult
20070628TXDAD,N/A,Wounded,Male,Student,Teen,Teen
20070628TXDAD,N/A,Wounded,Male,Student,Teen,Teen
20070709ILCAC,N/A,Wounded,Male,No Relation,14,Child
20070709ILCAC,N/A,Wounded,Male,No Relation,15,Teen
20070804NJMON,N/A,Fatal,Male,No Relation,18,Adult
20070804NJMON,N/A,Fatal,Male,No Relation,28,Adult
20070804NJMON,N/A,Fatal,Male,No Relation,17,Teen
20070804NJMON,N/A,Wounded,Male,No Relation,15,Teen
20070928CALAO,N/A,None,,,,Unknown
20070930AZSSP,N/A,Wounded,Male,,,Unknown
20070930AZSSP,N/A,Wounded,Female,,,Unknown
20071001CTPLM,N/A,Wounded,Male,Student,16,Teen
20071010OHSUC,N/A,Wounded,Male,Teacher,57,Adult
20071010OHSUC,N/A,Wounded,Male,Teacher,42,Adult
20071010OHSUC,N/A,Wounded,Male,Student,15,Teen
20071010OHSUC,N/A,Wounded,Female,Student,15,Teen
20071024TNMAM,N/A,Wounded,Male,Student,16,Teen
20071105LAJOR,N/A,None,Male,Student,13,Child
20071126NYHOH,N/A,None,,,,Unknown
20071221CABAU,Black,Fatal,Male,Student,14,Child
20080204TNHAM,N/A,Wounded,Male,Student,Teen,Teen
20080211TNMIM,N/A,Wounded,Male,Student,19,Adult
20080214CAEOO,N/A,Fatal,Male,Student,14,Child
20080306ALDAM,N/A,None,Male,Student,18,Adult
20080416CAROF,Hispanic,Fatal,Male,Student,17,Teen
20080516LAMAT,N/A,None,Male,Student,14,Child
20080811WAWAK,N/A,None,Male,Student,Child,Child
20080814WALAF,N/A,Fatal,Male,,26,Adult
20080821TNCEK,N/A,Fatal,Male,Student,15,Teen
20080902OHSOW,N/A,None,,,,Unknown
20080915CAMIS,N/A,None,Male,Student,17,Teen
20080919CAGEA,N/A,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,12,Child
20080919CAGEA,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20081016MIHED,N/A,Fatal,Male,Student,16,Teen
20081016MIHED,N/A,Wounded,Female,Student,15,Teen
20081016MIHED,N/A,Wounded,Male,Student,16,Teen
20081016MIHED,N/A,Wounded,Male,Former Student,16,Teen
20081020CAVAA,White,None,Male,Student,14,Child
20081023ALPRP,N/A,Wounded,Female,Parent,43,Adult
20081029CAELG,N/A,Wounded,Female,Teacher,Adult,Adult
20081031MESTS,N/A,None,,,,Unknown
20081103CABEB,N/A,Fatal,Male,,18,Adult
20081103CAELO,N/A,None,,,,Unknown
20081112FLDIF,N/A,Fatal,Female,Student,15,Teen
20081115COTHL,N/A,Fatal,Male,No Relation,23,Adult
20081115UTDES,N/A,Fatal,Male,Student,15,Teen
20081118CACEC,N/A,Wounded,Male,Student,19,Adult
20081118CACOO,N/A,None,,,,Unknown
20081125TXNOH,N/A,Wounded,Male,,,Unknown
20081130CAOAG,N/A,Wounded,Male,No Relation,19,Adult
20081202CAKIK,N/A,Wounded,Male,Student,15,Teen
20081202CAKIK,N/A,Fatal,Female,Relative,11,Child
20081205MNSHF,N/A,None,Male,Teacher,34,Adult
20081212NCGUA,N/A,Fatal,Male,No Relation,16,Teen
20081212NYWIM,N/A,Wounded,Male,Student,14,Child
20081221SCSUS,N/A,Wounded,Male,Student,17,Teen
20081222FLLAL,White,None,Female,Teacher,47,Adult
20081227PAWIP,N/A,Wounded,Male,Nonstudent,27,Adult
20081227PAWIP,N/A,Wounded,Female,Nonstudent,31,Adult
20081231GASHS,N/A,Wounded,Unknown,Other Staff,Adult,Adult
20081231OKKEN,N/A,None,Male,Nonstudent,68,Adult
20090108DEWIN,N/A,Wounded,Male,Student,18,Adult
20090108DEWIN,N/A,Wounded,Female,Police Officer/SRO,Adult,Adult
20090109ILDUC,N/A,Wounded,Male,Gang Member,Teen,Teen
20090109ILDUC,N/A,Wounded,Male,Gang Member,Teen,Teen
20090109ILDUC,N/A,Wounded,Male,Gang Member,Teen,Teen
20090109ILDUC,N/A,Wounded,Male,Gang Member,Teen,Teen
20090109ILDUC,N/A,Wounded,Male,Gang Member,Teen,Teen
20090114ILPEC,N/A,Wounded,Male,Student,Teen,Teen
20090114ILPEC,N/A,Wounded,Male,Student,Teen,Teen
20090114ILPEC,N/A,Wounded,Male,Student,Teen,Teen
20090120ILCOC,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16,Teen
20090120MIBEM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20090120MIBEM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19,Adult
20090120MIBEM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16,Teen
20090120MIBEM,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20,Adult
20090120PAEAE,N/A,Wounded,Female,Nonstudent,21,Adult
20090123ILCAC,Black,Fatal,Male,Former Student,17,Teen
20090127NCCLC,N/A,None,,,,Unknown
20090210CABAE,N/A,None,,,,Unknown
20090211NCSCZ,White,Wounded,Male,Student,14,Child
20090217MICED,N/A,Wounded,Male,Relative,19,Adult
20090220CAJOH,N/A,None,Male,Nonstudent,29,Adult
20090220CAJOH,N/A,None,Male,Nonstudent,5,Child
20090223CTBRN,N/A,None,Male,No Relation,19,Adult
20090302SDROS,N/A,None,Male,Student,8,Child
20090306NCWEF,N/A,Wounded,Male,Student,15,Teen
20090310FLRIJ,N/A,None,,,,Unknown
20090311TXCYH,N/A,None,,,,Unknown
20090413CALOL,N/A,Wounded,Male,Student,16,Teen
20090501WISHS,N/A,None,Male,Student,17,Teen
20090505NYCAC,White,None,Male,Student,17,Teen
20090518LALAL,N/A,None,Male,Student,15,Teen
20090615CAINS,N/A,Wounded,Female,Student,15,Teen
20090615CAINS,N/A,Wounded,Male,Student,Teen,Teen
20090615CAINS,N/A,Wounded,Male,Student,Teen,Teen
20090624IAAPP,White,Fatal,Male,Other Staff,58,Adult
20090827NCWEF,N/A,None,Male,Nonstudent,22,Adult
20090908CTSTS,N/A,None,,,,Unknown
20090916VAVIG,N/A,None,Unknown,Student,,Unknown
20090916VAVIG,N/A,None,Unknown,Student,,Unknown
20091008NYMAM,N/A,Wounded,Female,Student,18,Adult
20091016SCCAC,N/A,Fatal,Male,Student,Teen,Teen
20091030CAWIL,N/A,Fatal,Female,Student,16,Teen
20091030CAWIL,N/A,Wounded,Male,Student,18,Adult
20091030CAWIL,N/A,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,20,Adult
20091106PAHAW,N/A,Wounded,Male,Student,17,Teen
20091211LABOS,N/A,Wounded,Female,Student,18,Adult
20100120ALLIL,N/A,Wounded,Female,Teacher,32,Adult
20100205ALDIM,N/A,Fatal,Male,Student,14,Child
20100210TNINK,N/A,Wounded,Male,Principal/Vice-Principal,Adult,Adult
20100210TNINK,N/A,Wounded,Female,Principal/Vice-Principal,Adult,Adult
20100223CODEL,N/A,Wounded,Male,Student,Teen,Teen
20100223CODEL,N/A,Wounded,Female,Student,Teen,Teen
20100226WABIT,White,Fatal,Female,Teacher,30,Adult
20100428VAWOP,N/A,None,,,,Unknown
20100518CASOS,N/A,Wounded,Male,Student,15,Teen
20100830TNSUB,White,Fatal,Male,No Relation,62,Adult
20100908MIMUD,N/A,Wounded,Male,Student,16,Teen
20100908MIMUD,N/A,Wounded,Female,Student,14,Child
20100921SCSOC,N/A,Wounded,Male,Police Officer/SRO,Adult,Adult
20101001CAALS,N/A,Fatal,Male,Student,15,Teen
20101008CAKEC,N/A,Wounded,Female,Student,6,Child
20101008CAKEC,N/A,Wounded,Female,Student,7,Child
20101023KSTOT,N/A,Fatal,Male,No Relation,20,Adult
20101023KSTOT,N/A,Wounded,Male,,17,Teen
20101129WIMAM,White,None,Male,Student,15,Teen
20101206COAUA,Hispanic,Wounded,Female,Student,17,Teen
20110104INCRC,N/A,None,,,,Unknown
20110105NEMIO,N/A,Fatal,Male,Principal/Vice-Principal,Adult,Adult
20110105NEMIO,N/A,Wounded,Female,Principal/Vice-Principal,Adult,Adult
20110118CAGAL,N/A,Wounded,Male,Student,15,Teen
20110118CAGAL,N/A,Wounded,Female,Student,15,Teen
20110202CALOP,White,Fatal,Male,Principal/Vice-Principal,50,Adult
20110325INMAM,White,Wounded,Male,Student,15,Teen
20110330TXWOH,N/A,Fatal,Male,Student,,Unknown
20110330TXWOH,N/A,Wounded,Male,Student,Teen,Teen
20110330TXWOH,N/A,Wounded,Male,Student,,Unknown
20110330TXWOH,N/A,Wounded,Male,Student,,Unknown
20110330TXWOH,N/A,Wounded,Male,,,Unknown
20110330TXWOH,N/A,Wounded,Male,,,Unknown
20110413FLSHA,N/A,Wounded,Male,No Relation,17,Teen
20110419TXBEH,N/A,Wounded,Female,Student,6,Child
20110419TXBEH,N/A,Wounded,Male,Student,6,Child
20110419TXBEH,N/A,Wounded,Male,Student,5,Child
20110517WAHOE,N/A,Wounded,Male,Unknown,17,Teen
20110523HIHIP,N/A,Wounded,Male,Student,14,Child
20110923WAISS,N/A,None,Male,No Relation,51,Adult
20110930NCGAC,N/A,Wounded,Male,Former Student,17,Teen
20110930ORWIP,N/A,None,,,,Unknown
20111024NCCAF,White,Wounded,Female,Student,15,Teen
20111212TXHAE,White,Wounded,Male,Student,13,Child
20111212TXHAE,White,Wounded,Male,Student,14,Child
20111228MINOF,N/A,Wounded,Male,Unknown,,Unknown
20120104TXCUB,N/A,None,Male,Student,Child,Child
20120110TXNOH,Black,Wounded,Male,Student,16,Teen
20120210NHWAW,White,None,Male,Student,14,Child
20120222WAARB,Hispanic,Wounded,Female,Student,8,Child
20120227OHCHC,N/A,Fatal,Male,Student,16,Teen
20120227OHCHC,N/A,Fatal,Male,Student,16,Teen
20120227OHCHC,N/A,Fatal,Male,Student,Teen,Teen
20120227OHCHC,N/A,Wounded,Male,Student,17,Teen
20120227OHCHC,N/A,Wounded,Male,Student,18,Adult
20120227OHCHC,N/A,Wounded,Male,Student,Teen,Teen
20120306FLEPJ,White,Fatal,Female,Principal/Vice-Principal,63,Adult
20120315ALLEM,N/A,None,Male,Student,Teen,Teen
20120401ARKIR,N/A,Wounded,Male,Unknown,18,Adult
20120525AZWEA,Black,Fatal,Female,Parent,34,Adult
20120525NCMAC,White,Fatal,Female,Parent,40,Adult
20120706RINAP,Black,Fatal,Male,No Relation,20,Adult
20120816TNHAM,N/A,None,,Student,Teen,Teen
20120816TNHAM,N/A,None,,Student,Teen,Teen
20120824GABAH,N/A,None,Male,Student,15,Teen
20120827MDPEP,White,Wounded,Male,Student,17,Teen
20120907ILNON,N/A,None,,,,Unknown
20120926OKSTS,White,None,Male,Student,13,Child
20121012NDFAF,N/A,None,Male,Student,14,Child
20121019ILBAC,Black,Fatal,Male,Student,18,Adult
20121210TXSPH,N/A,None,,,,Unknown
20121214CTSAN,White,Fatal,Female,Student,6,Child
20121214CTSAN,Black,Fatal,Female,Student,6,Child
20121214CTSAN,White,Fatal,Female,Teacher,52,Adult
20121214CTSAN,White,Fatal,Female,Student,6,Child
20121214CTSAN,N/A,Fatal,Male,Student,6,Child
20121214CTSAN,White,Fatal,Female,Student,6,Child
20121214CTSAN,White,Fatal,Female,Student,6,Child
20121214CTSAN,White,Fatal,Female,Student,6,Child
20121214CTSAN,N/A,Fatal,Male,Student,7,Child
20121214CTSAN,White,Fatal,Male,Student,7,Child
20121214CTSAN,White,Fatal,Female,Principal/Vice-Principal,47,Adult
20121214CTSAN,N/A,Fatal,Male,Student,6,Child
20121214CTSAN,White,Fatal,Female,Student,6,Child
20121214CTSAN,White,Fatal,Female,Student,7,Child
20121214CTSAN,N/A,Fatal,Male,Student,6,Child
20121214CTSAN,White,Fatal,Male,Student,6,Child
20121214CTSAN,White,Fatal,Male,Student,6,Child
20121214CTSAN,White,Fatal,Female,Student,6,Child
20121214CTSAN,White,Fatal,Female,Student,7,Child
20121214CTSAN,White,Fatal,Female,Teacher,30,Adult
20121214CTSAN,N/A,Fatal,Female,Student,6,Child
20121214CTSAN,White,Fatal,Female,Teacher,56,Adult
20121214CTSAN,White,Fatal,Male,Student,6,Child
20121214CTSAN,White,Fatal,Female,Student,6,Child
20121214CTSAN,White,Fatal,Female,Teacher,29,Adult
20121214CTSAN,White,Fatal,Female,Teacher,27,Adult
20130107FLAPF,Black,Fatal,Male,Parent,27,Adult
20130110CATAT,White,Wounded,Male,Student,16,Teen
20130110CATAT,White,Wounded,Male,Student,Teen,Teen
20130111MIOSD,N/A,Wounded,Male,Student,16,Teen
20130131GAPRA,Black,Wounded,Male,Student,14,Child
20130201MIMAD,N/A,Wounded,Male,Unknown,Teen,Teen
20130201MIMAD,N/A,Fatal,Male,Unknown,Teen,Teen
20130213CAHIS,Black,Fatal,Male,No Relation,18,Adult
20130227GAGRA,Black,None,Female,Student,17,Teen
20130321MIDAS,N/A,None,Male,Student,13,Child
20130416TXTET,N/A,None,Male,Student,15,Teen
20130429OHLAC,N/A,None,Male,Student,17,Teen
20130430NMTUT,N/A,None,Male,No Relation,19,Adult
20130513ALOSB,N/A,None,,,,Unknown
20130523FLREH,N/A,Wounded,Male,Student,12,Child
20130618NCHIC,N/A,Wounded,Male,No Relation,Adult,Adult
20130619FLALW,White,Fatal,Male,Other Staff,56,Adult
20130619FLALW,White,Fatal,Male,Other Staff,48,Adult
20130815TNNOC,Black,Fatal,Male,No Relation,38,Adult
20130820GAROD,N/A,None,,,,Unknown
20130822TNWEM,N/A,None,,,,Unknown
20130823MSNOS,N/A,Fatal,Male,Student,15,Teen
20130823MSNOS,N/A,Wounded,Male,Student,Teen,Teen
20130823MSNOS,N/A,Wounded,Male,Student,Teen,Teen
20130830NCCAW,Black,Wounded,Male,Student,15,Teen
20130927ILROC,N/A,Wounded,Male,Student,15,Teen
20130928MENEG,N/A,None,Male,Intimate Relationship,19,Adult
20131002NHWIS,N/A,None,,,,Unknown
20131004FLAGP,N/A,Wounded,Male,Student,16,Teen
20131004FLAGP,N/A,Wounded,Male,Student,17,Teen
20131015TXLAA,Hispanic,None,Male,Student,16,Teen
20131021NVSPS,N/A,Wounded,Male,Student,12,Child
20131021NVSPS,N/A,Wounded,Male,Student,12,Child
20131021NVSPS,N/A,Fatal,Male,Teacher,45,Adult
20131023CANEC,N/A,Wounded,,Student,Child,Child
